Gender|Customer Type|Age|Type of Travel|Class|Flight Distance|Food and drink|On-board service|Leg room service|Departure Delay in Minutes|satisfaction|Customer ID|isPilot
Female|Loyal Customer|54.0|Business travel|Eco Plus|451|5|5|5|0|satisfied|17381|False
Male|disloyal Customer|22.0|Business travel|Eco|1040|5|3|2|0|satisfied|17382|False
Female|Loyal Customer|65.0|Business travel|Business|666|4|1|1|0|neutral or dissatisfied|17383|False
Male|Loyal Customer|36.0|Business travel|Business|589|2|4|4|142|satisfied|17384|False
Female|Loyal Customer|60.0|Business travel|Eco|431|5|1|1|0|neutral or dissatisfied|17385|False
Male|disloyal Customer|54.0|Business travel|Eco|402|3|1|3|12|neutral or dissatisfied|17386|False
Male|Loyal Customer|22.0|Business travel|Business|1189|5|3|2|3|satisfied|17387|False
Female|Loyal Customer|22.0|Business travel|Business|569|3|1|5|0|neutral or dissatisfied|17388|False
Male|Loyal Customer|47.0|Personal Travel|Eco|1171|5|3|4|22|neutral or dissatisfied|17389|False
Female|Loyal Customer|17.0|Personal Travel|Eco|605|1|3|2|0|neutral or dissatisfied|17390|False
Female|Loyal Customer|56.0|Business travel|Eco|909|4|3|3|33|neutral or dissatisfied|17391|False
Male|Loyal Customer|45.0|Business travel|Business|480|2|4|4|0|satisfied|17392|False
Male|Loyal Customer|44.0|Business travel|Business|1982|4|4|4|0|satisfied|17393|False
Male|disloyal Customer|23.0|Business travel|Business|296|1|4|3|0|satisfied|17394|False
Female|Loyal Customer|16.0|Business travel|Business|3072|4|4|5|0|satisfied|17395|False
Male|Loyal Customer|43.0|Business travel|Business|1755|5|5|5|0|satisfied|17396|False
Male|Loyal Customer|44.0|Business travel|Business|2644|4|4|3|9|satisfied|17397|False
Female|Loyal Customer|22.0|Business travel|Eco Plus|641|5|1|2|3|satisfied|17398|False
Female|Loyal Customer|44.0|Business travel|Business|1744|5|1|1|0|neutral or dissatisfied|17399|False
Male|Loyal Customer|51.0|Personal Travel|Eco|101|4|3|2|0|neutral or dissatisfied|17400|False
Female|disloyal Customer|42.0|Business travel|Eco|235|3|4|3|0|neutral or dissatisfied|17401|False
Female|Loyal Customer|51.0|Personal Travel|Eco Plus|268|5|5|0|0|neutral or dissatisfied|17402|False
Female|Loyal Customer|52.0|Business travel|Business|3209|4|2|2|0|satisfied|17403|False
Male|Loyal Customer|70.0|Personal Travel|Eco Plus|1009|1|4|2|0|neutral or dissatisfied|17404|False
Male|Loyal Customer|45.0|Personal Travel|Eco|2496|2|4|2|0|neutral or dissatisfied|17405|False
Female|disloyal Customer|37.0|Business travel|Business|283|1|5|5|0|neutral or dissatisfied|17406|False
Female|disloyal Customer|44.0|Business travel|Eco|190|5|4|4|1|neutral or dissatisfied|17407|False
Male|disloyal Customer|37.0|Business travel|Eco|129|4|3|5|0|satisfied|17408|False
Female|Loyal Customer|29.0|Personal Travel|Eco|836|4|2|3|0|neutral or dissatisfied|17409|False
Female|Loyal Customer|8.0|Personal Travel|Eco|236|5|3|4|6|neutral or dissatisfied|17410|False
Female|Loyal Customer|21.0|Business travel|Business|1977|5|3|4|0|satisfied|17411|False
Female|Loyal Customer|14.0|Business travel|Business|1089|5|4|3|0|satisfied|17412|False
Male|Loyal Customer|32.0|Business travel|Business|641|4|4|5|0|satisfied|17413|False
Male|Loyal Customer|27.0|Personal Travel|Eco|230|4|1|1|20|neutral or dissatisfied|17414|False
Male|Loyal Customer|44.0|Business travel|Eco Plus|1620|3|1|5|19|neutral or dissatisfied|17415|False
Female|Loyal Customer|48.0|Business travel|Business|3882|2|4|4|0|satisfied|17416|False
Male|Loyal Customer|32.0|Business travel|Business|1634|4|4|3|0|satisfied|17417|False
Female|Loyal Customer|50.0|Business travel|Business|2434|3|4|5|2|satisfied|17418|False
Female|Loyal Customer|24.0|Business travel|Eco|576|5|4|2|0|satisfied|17419|False
Male|Loyal Customer|58.0|Business travel|Business|338|4|5|5|8|satisfied|17420|False
Female|Loyal Customer|32.0|Personal Travel|Eco|1167|4|5|2|1|neutral or dissatisfied|17421|False
Female|Loyal Customer|10.0|Personal Travel|Eco|175|1|3|5|3|neutral or dissatisfied|17422|False
Male|Loyal Customer|14.0|Personal Travel|Eco|862|5|3|4|47|neutral or dissatisfied|17423|False
Male|disloyal Customer|32.0|Business travel|Business|226|3|5|4|0|neutral or dissatisfied|17424|False
Female|Loyal Customer|15.0|Personal Travel|Business|475|3|4|5|0|neutral or dissatisfied|17425|False
Male|Loyal Customer|67.0|Personal Travel|Eco|641|5|5|1|0|satisfied|17426|False
Female|Loyal Customer|32.0|Business travel|Business|376|5|1|5|4|satisfied|17427|False
Male|Loyal Customer|12.0|Personal Travel|Eco|2125|2|3|3|37|satisfied|17428|False
Male|Loyal Customer|21.0|Business travel|Eco|937|2|4|2|49|satisfied|17429|False
Male|disloyal Customer|11.0|Business travel|Eco|954|3|1|1|9|neutral or dissatisfied|17430|False
Male|Loyal Customer|24.0|Business travel|Eco|689|5|2|3|1|satisfied|17431|False
Male|Loyal Customer|34.0|Personal Travel|Eco|888|1|3|2|0|satisfied|17432|False
Female|Loyal Customer|29.0|Business travel|Eco Plus|354|5|2|3|0|satisfied|17433|False
Female|disloyal Customer|27.0|Business travel|Eco|351|5|4|2|1|neutral or dissatisfied|17434|False
Female|Loyal Customer|29.0|Personal Travel|Eco|250|2|4|3|0|neutral or dissatisfied|17435|False
Male|disloyal Customer|24.0|Business travel|Eco|1476|2|5|2|1|neutral or dissatisfied|17436|False
Male|Loyal Customer|61.0|Personal Travel|Eco|1288|1|5|4|18|neutral or dissatisfied|17437|False
Female|Loyal Customer|36.0|Personal Travel|Eco|83|5|4|3|0|neutral or dissatisfied|17438|False
Male|Loyal Customer|65.0|Personal Travel|Eco|1046|3|4|5|31|neutral or dissatisfied|17439|False
Female|Loyal Customer|40.0|Business travel|Business|952|4|5|5|0|satisfied|17440|False
Female|Loyal Customer|18.0|Personal Travel|Business|594|2|3|2|1|neutral or dissatisfied|17441|False
Female|Loyal Customer|64.0|Personal Travel|Eco|628|4|2|2|41|neutral or dissatisfied|17442|False
Female|Loyal Customer|20.0|Personal Travel|Eco Plus|391|2|1|5|48|neutral or dissatisfied|17443|False
Male|Loyal Customer|33.0|Personal Travel|Eco|163|3|3|4|0|neutral or dissatisfied|17444|False
Male|Loyal Customer|41.0|Business travel|Eco|240|4|5|2|0|satisfied|17445|False
Female|disloyal Customer|22.0|Business travel|Eco|644|2|3|2|0|satisfied|17446|False
Female|Loyal Customer|58.0|Business travel|Business|228|1|4|5|0|satisfied|17447|False
Male|Loyal Customer|34.0|Personal Travel|Business|533|5|1|2|0|neutral or dissatisfied|17448|False
Female|Loyal Customer|35.0|Business travel|Eco|1504|4|5|5|23|satisfied|17449|False
Female|disloyal Customer|40.0|Business travel|Business|359|5|4|5|35|neutral or dissatisfied|17450|False
Male|disloyal Customer|25.0|Business travel|Eco|257|3|2|1|10|neutral or dissatisfied|17451|False
Male|disloyal Customer|37.0|Business travel|Business|1096|5|3|2|0|neutral or dissatisfied|17452|False
Male|Loyal Customer|47.0|Business travel|Eco|1035|4|4|3|0|satisfied|17453|False
Male|Loyal Customer|39.0|Business travel|Eco|402|1|4|3|0|neutral or dissatisfied|17454|False
Female|Loyal Customer|39.0|Business travel|Business|3315|2|4|4|0|satisfied|17455|False
Female|Loyal Customer|19.0|Personal Travel|Eco|236|3|4|5|0|neutral or dissatisfied|17456|False
Male|Loyal Customer|64.0|Personal Travel|Eco|1452|4|2|2|6|neutral or dissatisfied|17457|False
Female|Loyal Customer|62.0|Business travel|Business|175|2|5|5|1|satisfied|17458|False
Female|disloyal Customer|28.0|Business travel|Business|1192|3|4|3|0|satisfied|17459|False
Female|Loyal Customer|15.0|Business travel|Business|1652|2|1|4|0|neutral or dissatisfied|17460|False
Male|Loyal Customer|45.0|Business travel|Eco|883|2|1|2|22|neutral or dissatisfied|17461|False
Female|Loyal Customer|48.0|Business travel|Business|2584|3|5|5|20|satisfied|17462|False
Male|Loyal Customer|28.0|Business travel|Business|2454|5|4|5|1|satisfied|17463|False
Female|disloyal Customer|14.0|Business travel|Eco|534|1|1|3|55|neutral or dissatisfied|17464|False
Male|Loyal Customer|36.0|Personal Travel|Eco|349|3|2|3|80|neutral or dissatisfied|17465|False
Female|Loyal Customer|29.0|Personal Travel|Eco|746|5|3|2|0|satisfied|17466|False
Male|Loyal Customer|57.0|Personal Travel|Business|456|2|4|1|31|neutral or dissatisfied|17467|False
Male|Loyal Customer|48.0|Personal Travel|Eco|547|2|3|5|0|neutral or dissatisfied|17468|False
Female|Loyal Customer|47.0|Business travel|Business|441|2|5|5|0|satisfied|17469|False
Female|Loyal Customer|68.0|Personal Travel|Eco|366|5|1|2|0|neutral or dissatisfied|17470|False
Female|Loyal Customer|45.0|Business travel|Business|258|4|4|4|0|satisfied|17471|False
Female|Loyal Customer|56.0|Personal Travel|Eco Plus|297|2|5|3|56|neutral or dissatisfied|17472|False
Male|Loyal Customer|24.0|Personal Travel|Eco Plus|1020|3|3|1|0|neutral or dissatisfied|17473|False
Female|disloyal Customer|47.0|Business travel|Eco|106|4|1|5|0|neutral or dissatisfied|17474|False
Male|Loyal Customer|66.0|Business travel|Eco|224|1|1|3|0|neutral or dissatisfied|17475|False
Female|Loyal Customer|61.0|Personal Travel|Eco|377|4|3|5|0|neutral or dissatisfied|17476|False
Male|Loyal Customer|37.0|Business travel|Business|3004|1|1|1|0|neutral or dissatisfied|17477|False
Male|Loyal Customer|27.0|Personal Travel|Eco|427|2|3|1|0|neutral or dissatisfied|17478|False
Male|Loyal Customer|44.0|Business travel|Business|1609|5|4|3|0|satisfied|17479|False
Female|Loyal Customer|41.0|Business travel|Business|3837|2|3|3|0|satisfied|17480|False
Female|Loyal Customer|32.0|Personal Travel|Eco|1754|5|4|3|3|neutral or dissatisfied|17481|False
Male|Loyal Customer|39.0|Business travel|Eco|419|2|1|3|0|neutral or dissatisfied|17482|False
Female|Loyal Customer|27.0|Business travel|Business|2063|4|3|2|0|satisfied|17483|False
Male|Loyal Customer|39.0|Business travel|Business|3720|4|5|5|0|satisfied|17484|False
Male|Loyal Customer|21.0|Personal Travel|Eco|691|3|5|4|0|neutral or dissatisfied|17485|False
Male|Loyal Customer|40.0|Personal Travel|Eco|1199|1|3|3|0|neutral or dissatisfied|17486|False
Male|Loyal Customer|50.0|Business travel|Business|861|5|4|4|0|satisfied|17487|False
Female|Loyal Customer|62.0|Personal Travel|Eco|1201|1|3|4|0|neutral or dissatisfied|17488|False
Female|Loyal Customer|34.0|Personal Travel|Eco|1521|2|2|3|15|neutral or dissatisfied|17489|False
Female|Loyal Customer|40.0|Business travel|Eco|678|4|1|3|5|neutral or dissatisfied|17490|False
Male|Loyal Customer|35.0|Business travel|Business|2475|4|5|4|40|satisfied|17491|False
Female|Loyal Customer|48.0|Business travel|Eco|1069|5|4|4|36|satisfied|17492|False
Male|Loyal Customer|48.0|Business travel|Business|3943|5|5|5|2|satisfied|17493|False
Female|Loyal Customer|45.0|Business travel|Business|678|5|4|4|0|satisfied|17494|False
Female|Loyal Customer|52.0|Business travel|Eco Plus|817|2|5|5|0|satisfied|17495|False
Female|disloyal Customer|30.0|Business travel|Eco|925|1|3|2|0|neutral or dissatisfied|17496|False
Male|Loyal Customer|48.0|Business travel|Eco Plus|740|4|1|5|125|satisfied|17497|False
Male|Loyal Customer|27.0|Business travel|Business|782|4|3|2|55|satisfied|17498|False
Male|Loyal Customer|57.0|Business travel|Business|1782|2|5|5|0|satisfied|17499|False
Female|disloyal Customer|39.0|Business travel|Business|201|1|4|4|2|neutral or dissatisfied|17500|False
Female|Loyal Customer|59.0|Personal Travel|Eco|1237|3|4|2|24|neutral or dissatisfied|17501|False
Female|Loyal Customer|51.0|Business travel|Business|581|3|2|2|0|satisfied|17502|False
Female|Loyal Customer|49.0|Business travel|Eco Plus|842|1|4|4|0|satisfied|17503|False
Female|Loyal Customer|29.0|Business travel|Business|2739|4|4|3|0|satisfied|17504|False
Male|Loyal Customer|33.0|Personal Travel|Eco|196|4|3|3|7|neutral or dissatisfied|17505|False
Female|Loyal Customer|14.0|Personal Travel|Eco|2277|1|3|5|8|neutral or dissatisfied|17506|False
Male|disloyal Customer|26.0|Business travel|Eco|191|3|1|3|34|neutral or dissatisfied|17507|False
Male|Loyal Customer|41.0|Business travel|Business|861|3|4|4|6|satisfied|17508|False
Male|Loyal Customer|36.0|Business travel|Business|3204|2|4|4|42|satisfied|17509|False
Female|Loyal Customer|18.0|Personal Travel|Eco|296|4|1|2|0|neutral or dissatisfied|17510|False
Male|Loyal Customer|46.0|Business travel|Business|2296|5|5|5|3|satisfied|17511|False
Female|Loyal Customer|29.0|Personal Travel|Eco|682|1|1|2|2|neutral or dissatisfied|17512|False
Female|Loyal Customer|20.0|Personal Travel|Eco|191|3|3|4|18|neutral or dissatisfied|17513|False
Male|Loyal Customer|45.0|Business travel|Business|1389|3|5|5|0|satisfied|17514|False
Female|Loyal Customer|35.0|Personal Travel|Eco|224|1|4|3|0|neutral or dissatisfied|17515|False
Male|Loyal Customer|42.0|Business travel|Business|216|1|4|4|0|satisfied|17516|False
Female|Loyal Customer|61.0|Business travel|Business|3880|5|1|1|171|satisfied|17517|False
Male|disloyal Customer|24.0|Business travel|Eco|429|2|2|1|0|neutral or dissatisfied|17518|False
Male|Loyal Customer|39.0|Business travel|Business|2211|5|4|4|3|satisfied|17519|False
Male|Loyal Customer|56.0|Business travel|Business|2614|2|4|5|0|satisfied|17520|False
Female|Loyal Customer|50.0|Personal Travel|Eco|328|3|4|5|0|neutral or dissatisfied|17521|False
Male|Loyal Customer|66.0|Personal Travel|Eco|679|2|3|3|4|neutral or dissatisfied|17522|False
Male|disloyal Customer|30.0|Business travel|Eco|944|2|5|3|94|neutral or dissatisfied|17523|False
Female|Loyal Customer|60.0|Business travel|Business|2979|2|4|4|36|satisfied|17524|False
Female|Loyal Customer|32.0|Business travel|Business|1760|5|4|5|0|satisfied|17525|False
Female|Loyal Customer|42.0|Personal Travel|Eco|368|5|1|4|0|neutral or dissatisfied|17526|False
Female|disloyal Customer|27.0|Business travel|Business|175|3|4|4|11|neutral or dissatisfied|17527|False
Male|Loyal Customer|59.0|Business travel|Business|1734|2|5|5|0|satisfied|17528|False
Male|Loyal Customer|7.0|Personal Travel|Eco|468|5|5|3|1|neutral or dissatisfied|17529|False
Male|disloyal Customer|24.0|Business travel|Eco|337|2|3|4|23|neutral or dissatisfied|17530|False
Female|Loyal Customer|41.0|Business travel|Business|3942|2|4|4|10|satisfied|17531|False
Male|Loyal Customer|40.0|Business travel|Business|728|2|5|5|9|satisfied|17532|False
Male|Loyal Customer|58.0|Personal Travel|Eco|1035|3|4|1|0|neutral or dissatisfied|17533|False
Male|Loyal Customer|34.0|Business travel|Business|1732|5|4|4|1|satisfied|17534|False
Male|disloyal Customer|25.0|Business travel|Business|328|1|4|5|0|satisfied|17535|False
Female|Loyal Customer|38.0|Business travel|Business|282|4|2|2|94|neutral or dissatisfied|17536|False
Female|disloyal Customer|22.0|Business travel|Eco|854|1|1|1|0|neutral or dissatisfied|17537|False
Male|Loyal Customer|57.0|Personal Travel|Eco|402|1|3|5|4|neutral or dissatisfied|17538|False
Male|Loyal Customer|14.0|Personal Travel|Eco|647|1|1|1|4|satisfied|17539|False
Male|disloyal Customer|15.0|Business travel|Eco|845|4|2|1|0|neutral or dissatisfied|17540|False
Male|Loyal Customer|67.0|Personal Travel|Eco|2504|4|5|5|0|satisfied|17541|False
Male|Loyal Customer|41.0|Business travel|Business|2419|3|5|5|0|satisfied|17542|False
Male|Loyal Customer|57.0|Business travel|Business|3352|1|3|3|113|neutral or dissatisfied|17543|False
Male|Loyal Customer|40.0|Business travel|Business|3388|4|3|4|1|satisfied|17544|False
Male|Loyal Customer|30.0|Business travel|Business|1449|4|5|4|2|satisfied|17545|False
Female|Loyal Customer|14.0|Personal Travel|Eco|545|1|4|5|6|neutral or dissatisfied|17546|False
Female|Loyal Customer|22.0|Business travel|Business|432|4|3|2|0|satisfied|17547|False
Female|Loyal Customer|45.0|Business travel|Business|972|2|4|4|15|satisfied|17548|False
Male|Loyal Customer|14.0|Business travel|Business|1939|1|3|3|89|neutral or dissatisfied|17549|False
Female|Loyal Customer|45.0|Business travel|Business|3367|3|4|4|1|satisfied|17550|False
Female|Loyal Customer|15.0|Business travel|Business|2419|1|1|5|2|neutral or dissatisfied|17551|False
Male|Loyal Customer|13.0|Personal Travel|Eco|762|3|4|5|3|neutral or dissatisfied|17552|False
Male|Loyal Customer|39.0|Business travel|Business|1832|5|2|1|0|neutral or dissatisfied|17553|False
Male|Loyal Customer|58.0|Business travel|Eco Plus|287|5|3|4|0|satisfied|17554|False
Female|disloyal Customer|12.0|Business travel|Eco Plus|837|5|2|1|5|neutral or dissatisfied|17555|False
Female|Loyal Customer|37.0|Personal Travel|Eco|1217|5|3|2|3|neutral or dissatisfied|17556|False
Female|Loyal Customer|25.0|Business travel|Eco|557|3|2|4|0|neutral or dissatisfied|17557|False
Male|Loyal Customer|20.0|Business travel|Business|1607|2|1|5|0|neutral or dissatisfied|17558|False
Male|disloyal Customer|37.0|Business travel|Business|309|1|4|3|0|neutral or dissatisfied|17559|False
Female|Loyal Customer|52.0|Business travel|Business|539|3|5|4|0|satisfied|17560|False
Male|Loyal Customer|53.0|Business travel|Business|2329|2|5|5|0|satisfied|17561|False
Female|Loyal Customer|47.0|Personal Travel|Eco|552|2|4|3|108|neutral or dissatisfied|17562|False
Male|Loyal Customer|22.0|Business travel|Eco|569|0|4|5|0|neutral or dissatisfied|17563|False
Female|Loyal Customer|16.0|Personal Travel|Eco|954|2|1|5|0|neutral or dissatisfied|17564|False
Male|Loyal Customer|39.0|Business travel|Eco|552|4|5|2|0|satisfied|17565|False
Female|Loyal Customer|41.0|Business travel|Business|3027|5|5|5|0|satisfied|17566|False
Male|Loyal Customer|31.0|Business travel|Business|599|4|4|4|0|satisfied|17567|False
Female|Loyal Customer|30.0|Business travel|Eco Plus|153|5|4|5|23|satisfied|17568|False
Male|Loyal Customer|52.0|Business travel|Business|882|4|4|4|2|satisfied|17569|False
Male|Loyal Customer|36.0|Business travel|Business|2153|3|5|5|0|satisfied|17570|False
Female|Loyal Customer|70.0|Personal Travel|Eco|602|2|5|1|0|neutral or dissatisfied|17571|False
Female|disloyal Customer|34.0|Business travel|Business|345|3|5|2|29|neutral or dissatisfied|17572|False
Male|disloyal Customer|24.0|Business travel|Eco|1075|5|5|5|3|satisfied|17573|False
Male|Loyal Customer|34.0|Business travel|Eco Plus|1709|3|4|3|4|neutral or dissatisfied|17574|False
Male|Loyal Customer|32.0|Business travel|Eco Plus|692|2|2|3|0|satisfied|17575|False
Male|Loyal Customer|25.0|Business travel|Business|2085|3|2|3|37|neutral or dissatisfied|17576|False
Female|Loyal Customer|30.0|Personal Travel|Eco|2370|2|5|5|13|neutral or dissatisfied|17577|False
